Unnamed: 0,age,weight(kg),height(m),gender,BMI,BMR,activity_level,calories_to_maintain_weight,BMI_tags,Label,Dietary restriction,Allergies,Meal Plan
13875,26,65.98431749052192,1.6315501424000145,F,24.78790813342185,1443.613,1.5,2165.4195,8,18,Vegan,Peanuts,"{'Monday': {'breakfast': 'Overnight Oats with Chia Seeds, Almond Milk, and Berries', 'lunch': 'Quinoa Salad with Roasted Chickpeas, Avocado, and Mixed Vegetables', 'dinner': 'Lentil Soup with Kale and Carrots'}, 'Tuesday': {'breakfast': 'Smoothie with Spinach, Banana, Almond Milk, and Flaxseeds', 'lunch': 'Stuffed Bell Peppers with Brown Rice, Black Beans, and Salsa', 'dinner': 'Tofu Stir-fry with Broccoli, Carrots, and Tamari'}, 'Wednesday': {'breakfast': 'Chia Pudding with Coconut Milk and Fresh Mango', 'lunch': 'Vegan Buddha Bowl with Roasted Sweet Potatoes, Quinoa, and Tahini Dressing', 'dinner': 'Vegan Tacos with Black Beans, Avocado, and Pico de Gallo'}, 'Thursday': {'breakfast': 'Avocado Toast on Whole Grain Bread with Tomato', 'lunch': 'Vegan Caesar Salad with Tofu Croutons and Lemon Tahini Dressing', 'dinner': 'Chickpea Curry with Spinach and Coconut Milk, served with Basmati Rice'}, 'Friday': {'breakfast': 'Vegan Pancakes with Maple Syrup and Fresh Berries', 'lunch': 'Vegan Wrap with Hummus, Cucumbers, Spinach, and Carrots', 'dinner': 'Vegan Chili with Kidney Beans, Tomatoes, and Corn'}, 'Saturday': {'breakfast': 'Tofu Scramble with Spinach, Mushrooms, and Tomatoes', 'lunch': 'Vegan Sushi with Avocado, Cucumber, and Carrots', 'dinner': 'Zucchini Noodles with Vegan Pesto and Cherry Tomatoes'}, 'Sunday': {'breakfast': 'Acai Bowl with Granola, Banana, and Coconut Flakes', 'lunch': 'Vegan Grain Bowl with Quinoa, Roasted Veggies, and a Lemon Tahini Dressing', 'dinner': 'Vegan Stir-fry with Tempeh, Bell Peppers, and Snow Peas'}}"
17804,35,82.85072761207114,1.6309547940565945,F,31.14673153283713,1563.129,1.3,2032.0677,9,26,Low-sodium,Shellfish,"{'Monday': {'breakfast': 'Oatmeal with Fresh Berries and Almond Butter', 'lunch': 'Grilled Chicken Salad with Mixed Greens and Balsamic Vinaigrette', 'dinner': 'Salmon with Roasted Vegetables and Quinoa'}, 'Tuesday': {'breakfast': 'Fruit Smoothie with Banana, Strawberries, and Almond Milk', 'lunch': 'Turkey and Avocado Wrap with Whole Grain Tortilla', 'dinner': 'Grilled Chicken with Sweet Potato and Broccoli'}, 'Wednesday': {'breakfast': 'Chia Pudding with Almond Milk, Berries, and Almond Butter', 'lunch': 'Quinoa Bowl with Roasted Vegetables and Chickpeas', 'dinner': 'Beef Stir-fry with Bell Peppers and Cauliflower Rice'}, 'Thursday': {'breakfast': 'Greek Yogurt with Granola and Mixed Berries', 'lunch': 'Tuna Salad with Mixed Greens and Lemon Vinaigrette', 'dinner': 'Baked Chicken with Brown Rice and Steamed Asparagus'}, 'Friday': {'breakfast': 'Avocado Toast with Tomato', 'lunch': 'Lentil Soup with Whole Grain Crackers', 'dinner': 'Grilled Pork Chops with Mashed Potatoes and Steamed Green Beans'}, 'Saturday': {'breakfast': 'Scrambled Tofu with Spinach and Mushrooms', 'lunch': 'Vegetable Stir-fry with Tofu and Rice Noodles', 'dinner': 'Grilled Steak with Sweet Potato and Roasted Brussels Sprouts'}, 'Sunday': {'breakfast': 'Whole Wheat Pancakes with Maple Syrup and Fresh Fruit', 'lunch': 'Grilled Chicken Caesar Salad (no shellfish)', 'dinner': 'Pasta with Marinara Sauce and Grilled Vegetables'}}"
8670,21,57.32913621213552,1.6317302735515058,M,21.53171665188644,1524.474,1.7,2591.6058,8,20,,,"{'Monday': {'breakfast': 'Scrambled Eggs', 'lunch': 'Grilled Chicken Salad', 'dinner': 'Roasted Veggies with Fish'}, 'Tuesday': {'breakfast': 'Oatmeal with Banana', 'lunch': 'Turkey Sandwich', 'dinner': 'Pasta with Vegetables'}, 'Wednesday': {'breakfast': 'Fruit Smoothie', 'lunch': 'Chicken Caesar Salad', 'dinner': 'Baked Fish with Quinoa'}, 'Thursday': {'breakfast': 'Yogurt with Nuts', 'lunch': 'Grain Bowl with Chicken', 'dinner': 'Veggie Stir-fry'}, 'Friday': {'breakfast': 'Avocado Toast', 'lunch': 'Chickpea Salad', 'dinner': 'Roasted Chicken with Veggies'}, 'Saturday': {'breakfast': 'Pancakes', 'lunch': 'Tuna Salad', 'dinner': 'Vegetable Lasagna'}, 'Sunday': {'breakfast': 'Bagel with Cream Cheese', 'lunch': 'Salmon Salad', 'dinner': 'Stuffed Peppers'}}"
13226,27,66.4250809324695,1.6308479543985952,M,24.97497980932847,1607.848,1.5,2411.772,8,19,Keto,Eggs,"{'Monday': {'breakfast': 'Chia Seed Pudding (coconut milk)', 'lunch': 'Chicken Salad with Avocado', 'dinner': 'Grilled Salmon with Asparagus'}, 'Tuesday': {'breakfast': 'Avocado with Hemp Seeds', 'lunch': 'Tuna Salad with Olive Oil', 'dinner': 'Zucchini Noodles with Pesto'}, 'Wednesday': {'breakfast': 'Almond Butter with Celery', 'lunch': 'Cobb Salad (no eggs)', 'dinner': 'Beef Stir-fry with Broccoli'}, 'Thursday': {'breakfast': 'Almond Butter with Celery', 'lunch': 'Grilled Chicken with Avocado', 'dinner': 'Cauliflower Rice with Shrimp'}, 'Friday': {'breakfast': 'Chia Seed Pudding', 'lunch': 'Avocado Tuna Salad', 'dinner': 'Roasted Chicken with Brussels Sprouts'}, 'Saturday': {'breakfast': 'Coconut Yogurt with Chia Seeds', 'lunch': 'Eggplant and Mozzarella Bake (dairy-free mozzarella)', 'dinner': 'Lamb Chops with Cauliflower Mash'}, 'Sunday': {'breakfast': 'Coconut Milk Smoothie', 'lunch': 'Keto Taco Salad', 'dinner': 'Pork Belly with Roasted Vegetables'}}"
13266,28,66.4794062467493,1.631183786060714,M,24.985114274553744,1601.96,1.5,2402.94,8,19,Vegetarian,,"{'Monday': {'breakfast': 'Avocado Toast with Tomato and Feta Cheese', 'lunch': 'Chickpea Salad with Cucumber, Tomato, and Lemon Dressing', 'dinner': 'Vegetable Stir-fry with Tofu and Brown Rice'}, 'Tuesday': {'breakfast': 'Smoothie with Banana, Almond Milk, and Chia Seeds', 'lunch': 'Caprese Salad with Mozzarella, Tomato, and Basil', 'dinner': 'Lentil Soup with Spinach and Carrots'}, 'Wednesday': {'breakfast': 'Overnight Oats with Chia Seeds, Almond Butter, and Berries', 'lunch': 'Roasted Vegetable Quinoa Bowl', 'dinner': 'Vegetable Curry with Chickpeas and Coconut Milk'}, 'Thursday': {'breakfast': 'Greek Yogurt with Granola and Mixed Berries', 'lunch': 'Falafel Wrap with Hummus and Veggies', 'dinner': 'Grilled Vegetable Skewers with Couscous'}, 'Friday': {'breakfast': 'Tofu Scramble with Spinach and Mushrooms', 'lunch': 'Sweet Potato and Black Bean Salad', 'dinner': 'Vegetable Pizza on Cauliflower Crust'}, 'Saturday': {'breakfast': 'Chia Pudding with Almond Milk and Fresh Fruit', 'lunch': 'Vegetarian Chili with Cornbread', 'dinner': 'Stuffed Peppers with Rice, Beans, and Cheese'}, 'Sunday': {'breakfast': 'Vegan Pancakes with Maple Syrup and Fresh Berries', 'lunch': 'Cucumber and Hummus Sandwich', 'dinner': 'Vegetable Stir-fry with Tempeh and Rice Noodles'}}"
11721,23,60.81947536864786,1.63144516244981,M,22.850605290967188,1558.549,1.7,2649.5333,8,20,,Eggs,"{'Monday': {'breakfast': 'Oatmeal with Fresh Berries and Almond Butter', 'lunch': 'Grilled Chicken Salad with Mixed Greens and Balsamic Vinaigrette', 'dinner': 'Grilled Salmon with Roasted Vegetables and Quinoa'}, 'Tuesday': {'breakfast': 'Fruit Smoothie with Banana, Strawberries, and Almond Milk', 'lunch': 'Turkey and Avocado Wrap with Whole Grain Tortilla', 'dinner': 'Grilled Chicken with Sweet Potato and Broccoli'}, 'Wednesday': {'breakfast': 'Chia Pudding with Almond Milk, Berries, and Almond Butter', 'lunch': 'Quinoa Bowl with Roasted Vegetables and Chickpeas', 'dinner': 'Beef Stir-fry with Bell Peppers and Cauliflower Rice'}, 'Thursday': {'breakfast': 'Greek Yogurt with Granola and Mixed Berries', 'lunch': 'Tuna Salad with Mixed Greens and Lemon Vinaigrette', 'dinner': 'Baked Chicken with Brown Rice and Steamed Asparagus'}, 'Friday': {'breakfast': 'Avocado Toast with Tomato', 'lunch': 'Lentil Soup with Whole Grain Crackers', 'dinner': 'Grilled Pork Chops with Mashed Potatoes and Steamed Green Beans'}, 'Saturday': {'breakfast': 'Smoothie Bowl with Spinach, Banana, and Almond Milk', 'lunch': 'Vegetable Stir-fry with Tofu and Rice Noodles', 'dinner': 'Grilled Steak with Sweet Potato and Roasted Brussels Sprouts'}, 'Sunday': {'breakfast': 'Whole Wheat Pancakes with Maple Syrup and Fresh Fruit', 'lunch': 'Grilled Chicken Caesar Salad (no eggs in dressing)', 'dinner': 'Pasta with Marinara Sauce and Grilled Vegetables'}}"
13960,27,68.10325168289188,1.6316485610056335,M,25.580828366706218,1631.239,1.2,1957.4868,9,26,Gluten-free,Dairy,"{'Monday': {'breakfast': 'Scrambled Eggs with Spinach and Gluten-Free Toast', 'lunch': 'Quinoa Salad with Roasted Vegetables and Lemon Dressing', 'dinner': 'Grilled Chicken with Sweet Potato and Steamed Broccoli'}, 'Tuesday': {'breakfast': 'Greek Yogurt with Gluten-Free Granola and Berries', 'lunch': 'Grilled Salmon Salad with Avocado and Mixed Greens', 'dinner': 'Gluten-Free Pasta with Marinara Sauce and Grilled Chicken'}, 'Wednesday': {'breakfast': 'Chia Seed Pudding with Almond Milk and Honey', 'lunch': 'Quinoa and Roasted Vegetable Bowl with Hummus', 'dinner': 'Baked Cod with Brown Rice and Steamed Vegetables'}, 'Thursday': {'breakfast': 'Smoothie with Banana, Almond Milk, and Spinach', 'lunch': 'Tuna Salad with Cucumber, Tomatoes, and Olive Oil', 'dinner': 'Gluten-Free Pizza with Veggies and Mozzarella'}, 'Friday': {'breakfast': 'Oatmeal with Almond Butter and Berries (Gluten-Free Oats)', 'lunch': 'Chicken Lettuce Wraps with Veggies and Peanut Sauce', 'dinner': 'Grilled Shrimp with Quinoa and Steamed Asparagus'}, 'Saturday': {'breakfast': 'Gluten-Free Waffles with Maple Syrup and Fruit', 'lunch': 'Vegetable and Hummus Wrap (Gluten-Free Tortilla)', 'dinner': 'Grilled Pork Chop with Sweet Potato and Brussels Sprouts'}, 'Sunday': {'breakfast': 'Egg Muffins with Spinach and Bacon (Gluten-Free)', 'lunch': 'Eggplant Parmesan (Gluten-Free)', 'dinner': 'Grilled Lamb with Cauliflower Rice'}}"
12115,26,67.91350055901408,1.6310784298031693,F,25.52739083270349,1462.053,1.2,1754.4636,9,25,Vegan,,"{'Monday': {'breakfast': 'Overnight Oats with Chia Seeds, Almond Milk, and Berries', 'lunch': 'Quinoa Salad with Roasted Chickpeas, Avocado, and Mixed Vegetables', 'dinner': 'Lentil Soup with Kale and Carrots'}, 'Tuesday': {'breakfast': 'Smoothie with Spinach, Banana, Almond Milk, and Flaxseeds', 'lunch': 'Stuffed Bell Peppers with Brown Rice, Black Beans, and Salsa', 'dinner': 'Tofu Stir-fry with Broccoli, Carrots, and Tamari'}, 'Wednesday': {'breakfast': 'Chia Pudding with Coconut Milk and Fresh Mango', 'lunch': 'Vegan Buddha Bowl with Roasted Sweet Potatoes, Quinoa, and Tahini Dressing', 'dinner': 'Vegan Tacos with Black Beans, Avocado, and Pico de Gallo'}, 'Thursday': {'breakfast': 'Avocado Toast on Whole Grain Bread with Tomato', 'lunch': 'Vegan Caesar Salad with Tofu Croutons and Lemon Tahini Dressing', 'dinner': 'Chickpea Curry with Spinach and Coconut Milk, served with Basmati Rice'}, 'Friday': {'breakfast': 'Vegan Pancakes with Maple Syrup and Fresh Berries', 'lunch': 'Vegan Wrap with Hummus, Cucumbers, Spinach, and Carrots', 'dinner': 'Vegan Chili with Kidney Beans, Tomatoes, and Corn'}, 'Saturday': {'breakfast': 'Tofu Scramble with Spinach, Mushrooms, and Tomatoes', 'lunch': 'Vegan Sushi with Avocado, Cucumber, and Carrots', 'dinner': 'Zucchini Noodles with Vegan Pesto and Cherry Tomatoes'}, 'Sunday': {'breakfast': 'Acai Bowl with Granola, Banana, and Coconut Flakes', 'lunch': 'Vegan Grain Bowl with Quinoa, Roasted Veggies, and a Lemon Tahini Dressing', 'dinner': 'Vegan Stir-fry with Tempeh, Bell Peppers, and Snow Peas'}}"
21479,45,89.06305650199329,1.6325416851549197,M,33.4171214231731,1796.435,1.2,2155.722,9,28,,Peanuts,"{'Monday': {'breakfast': 'Chia Seed Pudding with Coconut Milk and Berries', 'lunch': 'Grilled Chicken Salad with Mixed Greens and Avocado', 'dinner': 'Grilled Salmon with Roasted Sweet Potatoes and Steamed Broccoli'}, 'Tuesday': {'breakfast': 'Smoothie with Banana, Spinach, Almond Milk, and Sunflower Seed Butter', 'lunch': 'Turkey Lettuce Wraps with Avocado and Tomato', 'dinner': 'Baked Chicken with Quinoa and Roasted Brussels Sprouts'}, 'Wednesday': {'breakfast': 'Oatmeal with Almond Butter and Fresh Berries (no peanuts)', 'lunch': 'Grilled Shrimp Salad with Mixed Greens and Lemon Dressing', 'dinner': 'Beef Stir-fry with Bell Peppers and Cauliflower Rice'}, 'Thursday': {'breakfast': 'Fruit Salad with Chia Seeds and Coconut Yogurt', 'lunch': 'Chicken and Avocado Salad with Olive Oil and Lemon', 'dinner': 'Grilled Pork Chops with Roasted Vegetables and Quinoa'}, 'Friday': {'breakfast': 'Smoothie Bowl with Frozen Berries, Spinach, and Almond Milk', 'lunch': 'Quinoa Bowl with Roasted Vegetables and Chickpeas', 'dinner': 'Grilled Steak with Sweet Potato Fries and Steamed Green Beans'}, 'Saturday': {'breakfast': 'Scrambled Eggs with Spinach and Avocado', 'lunch': 'Zucchini Noodles with Marinara Sauce and Ground Turkey', 'dinner': 'Baked Cod with Roasted Asparagus and Brown Rice'}, 'Sunday': {'breakfast': 'Almond Flour Pancakes with Maple Syrup and Fresh Fruit', 'lunch': 'Lentil Soup with a side of Fresh Greens', 'dinner': 'Chicken Stir-fry with Mixed Vegetables and Cauliflower Rice'}}"
10915,24,61.67633066645017,1.6314342739229672,F,23.172845405891643,1411.637,1.7,2399.7829,8,19,,Peanuts,"{'Monday': {'breakfast': 'Chia Seed Pudding with Coconut Milk and Berries', 'lunch': 'Grilled Chicken Salad with Mixed Greens and Avocado', 'dinner': 'Grilled Salmon with Roasted Sweet Potatoes and Steamed Broccoli'}, 'Tuesday': {'breakfast': 'Smoothie with Banana, Spinach, Almond Milk, and Sunflower Seed Butter', 'lunch': 'Turkey Lettuce Wraps with Avocado and Tomato', 'dinner': 'Baked Chicken with Quinoa and Roasted Brussels Sprouts'}, 'Wednesday': {'breakfast': 'Oatmeal with Almond Butter and Fresh Berries (no peanuts)', 'lunch': 'Grilled Shrimp Salad with Mixed Greens and Lemon Dressing', 'dinner': 'Beef Stir-fry with Bell Peppers and Cauliflower Rice'}, 'Thursday': {'breakfast': 'Fruit Salad with Chia Seeds and Coconut Yogurt', 'lunch': 'Chicken and Avocado Salad with Olive Oil and Lemon', 'dinner': 'Grilled Pork Chops with Roasted Vegetables and Quinoa'}, 'Friday': {'breakfast': 'Smoothie Bowl with Frozen Berries, Spinach, and Almond Milk', 'lunch': 'Quinoa Bowl with Roasted Vegetables and Chickpeas', 'dinner': 'Grilled Steak with Sweet Potato Fries and Steamed Green Beans'}, 'Saturday': {'breakfast': 'Scrambled Eggs with Spinach and Avocado', 'lunch': 'Zucchini Noodles with Marinara Sauce and Ground Turkey', 'dinner': 'Baked Cod with Roasted Asparagus and Brown Rice'}, 'Sunday': {'breakfast': 'Almond Flour Pancakes with Maple Syrup and Fresh Fruit', 'lunch': 'Lentil Soup with a side of Fresh Greens', 'dinner': 'Chicken Stir-fry with Mixed Vegetables and Cauliflower Rice'}}"
20696,42,89.69331801035094,1.632893675513846,F,33.639092897308416,1596.248,1.3,2075.1224,9,27,Low-sodium,Peanuts,"{'Monday': {'breakfast': 'Chia Seed Pudding with Coconut Milk and Berries', 'lunch': 'Grilled Chicken Salad with Mixed Greens and Avocado', 'dinner': 'Grilled Salmon with Roasted Sweet Potatoes and Steamed Broccoli'}, 'Tuesday': {'breakfast': 'Smoothie with Banana, Spinach, Almond Milk, and Sunflower Seed Butter', 'lunch': 'Turkey Lettuce Wraps with Avocado and Tomato', 'dinner': 'Baked Chicken with Quinoa and Roasted Brussels Sprouts'}, 'Wednesday': {'breakfast': 'Oatmeal with Almond Butter and Fresh Berries (no peanuts)', 'lunch': 'Grilled Shrimp Salad with Mixed Greens and Lemon Dressing', 'dinner': 'Beef Stir-fry with Bell Peppers and Cauliflower Rice'}, 'Thursday': {'breakfast': 'Fruit Salad with Chia Seeds and Coconut Yogurt', 'lunch': 'Chicken and Avocado Salad with Olive Oil and Lemon', 'dinner': 'Grilled Pork Chops with Roasted Vegetables and Quinoa'}, 'Friday': {'breakfast': 'Smoothie Bowl with Frozen Berries, Spinach, and Almond Milk', 'lunch': 'Quinoa Bowl with Roasted Vegetables and Chickpeas', 'dinner': 'Grilled Steak with Sweet Potato Fries and Steamed Green Beans'}, 'Saturday': {'breakfast': 'Scrambled Eggs with Spinach and Avocado', 'lunch': 'Zucchini Noodles with Marinara Sauce and Ground Turkey', 'dinner': 'Baked Cod with Roasted Asparagus and Brown Rice'}, 'Sunday': {'breakfast': 'Almond Flour Pancakes with Maple Syrup and Fresh Fruit', 'lunch': 'Lentil Soup with a side of Fresh Greens', 'dinner': 'Chicken Stir-fry with Mixed Vegetables and Cauliflower Rice'}}"
21961,45,89.56121388744765,1.6332106374353297,M,33.57651143791518,1803.594,1.2,2164.3128,9,28,Gluten-free,Gluten,"{'Monday': {'breakfast': 'Scrambled Eggs with Spinach and Gluten-Free Toast', 'lunch': 'Quinoa Salad with Roasted Vegetables and Lemon Dressing', 'dinner': 'Grilled Chicken with Sweet Potato and Steamed Broccoli'}, 'Tuesday': {'breakfast': 'Greek Yogurt with Gluten-Free Granola and Berries', 'lunch': 'Grilled Salmon Salad with Avocado and Mixed Greens', 'dinner': 'Gluten-Free Pasta with Marinara Sauce and Grilled Chicken'}, 'Wednesday': {'breakfast': 'Chia Seed Pudding with Almond Milk and Honey', 'lunch': 'Quinoa and Roasted Vegetable Bowl with Hummus', 'dinner': 'Baked Cod with Brown Rice and Steamed Vegetables'}, 'Thursday': {'breakfast': 'Smoothie with Banana, Almond Milk, and Spinach', 'lunch': 'Tuna Salad with Cucumber, Tomatoes, and Olive Oil', 'dinner': 'Gluten-Free Pizza with Veggies and Mozzarella'}, 'Friday': {'breakfast': 'Oatmeal with Almond Butter and Berries (Gluten-Free Oats)', 'lunch': 'Chicken Lettuce Wraps with Veggies and Peanut Sauce', 'dinner': 'Grilled Shrimp with Quinoa and Steamed Asparagus'}, 'Saturday': {'breakfast': 'Gluten-Free Waffles with Maple Syrup and Fruit', 'lunch': 'Vegetable and Hummus Wrap (Gluten-Free Tortilla)', 'dinner': 'Grilled Pork Chop with Sweet Potato and Brussels Sprouts'}, 'Sunday': {'breakfast': 'Egg Muffins with Spinach and Bacon (Gluten-Free)', 'lunch': 'Eggplant Parmesan (Gluten-Free)', 'dinner': 'Grilled Lamb with Cauliflower Rice'}}"
21391,44,89.77312495118528,1.632515831487393,F,33.684611269165366,1587.55,1.3,2063.815,9,27,,Peanuts,"{'Monday': {'breakfast': 'Chia Seed Pudding with Coconut Milk and Berries', 'lunch': 'Grilled Chicken Salad with Mixed Greens and Avocado', 'dinner': 'Grilled Salmon with Roasted Sweet Potatoes and Steamed Broccoli'}, 'Tuesday': {'breakfast': 'Smoothie with Banana, Spinach, Almond Milk, and Sunflower Seed Butter', 'lunch': 'Turkey Lettuce Wraps with Avocado and Tomato', 'dinner': 'Baked Chicken with Quinoa and Roasted Brussels Sprouts'}, 'Wednesday': {'breakfast': 'Oatmeal with Almond Butter and Fresh Berries (no peanuts)', 'lunch': 'Grilled Shrimp Salad with Mixed Greens and Lemon Dressing', 'dinner': 'Beef Stir-fry with Bell Peppers and Cauliflower Rice'}, 'Thursday': {'breakfast': 'Fruit Salad with Chia Seeds and Coconut Yogurt', 'lunch': 'Chicken and Avocado Salad with Olive Oil and Lemon', 'dinner': 'Grilled Pork Chops with Roasted Vegetables and Quinoa'}, 'Friday': {'breakfast': 'Smoothie Bowl with Frozen Berries, Spinach, and Almond Milk', 'lunch': 'Quinoa Bowl with Roasted Vegetables and Chickpeas', 'dinner': 'Grilled Steak with Sweet Potato Fries and Steamed Green Beans'}, 'Saturday': {'breakfast': 'Scrambled Eggs with Spinach and Avocado', 'lunch': 'Zucchini Noodles with Marinara Sauce and Ground Turkey', 'dinner': 'Baked Cod with Roasted Asparagus and Brown Rice'}, 'Sunday': {'breakfast': 'Almond Flour Pancakes with Maple Syrup and Fresh Fruit', 'lunch': 'Lentil Soup with a side of Fresh Greens', 'dinner': 'Chicken Stir-fry with Mixed Vegetables and Cauliflower Rice'}}"
12478,26,66.32325508994133,1.6328879293670089,F,24.874426444904707,1447.094,1.5,2170.641,8,18,Vegan,Dairy,"{'Monday': {'breakfast': 'Chia Seed Pudding', 'lunch': 'Vegan Wrap', 'dinner': 'Stir-fried Vegetables'}, 'Tuesday': {'breakfast': 'Fruit Smoothie', 'lunch': 'Vegan Buddha Bowl', 'dinner': 'Chickpea Stew'}, 'Wednesday': {'breakfast': 'Tofu Scramble', 'lunch': 'Lentil Salad', 'dinner': 'Vegetable Stir-fry'}, 'Thursday': {'breakfast': 'Oatmeal with Almond Butter', 'lunch': 'Vegan Taco Bowl', 'dinner': 'Stuffed Peppers'}, 'Friday': {'breakfast': 'Avocado Toast', 'lunch': 'Quinoa Salad', 'dinner': 'Vegan Stir-fried Noodles'}, 'Saturday': {'breakfast': 'Smoothie Bowl', 'lunch': 'Grain Bowl with Veggies', 'dinner': 'Roasted Cauliflower'}, 'Sunday': {'breakfast': 'Vegan Pancakes', 'lunch': 'Vegan Pizza', 'dinner': 'Roasted Veggies'}}"
10800,24,60.9838610355721,1.631439694945879,M,22.912520529145635,1553.999,1.3,2020.1987,8,17,Diabetic,Dairy,"{'Monday': {'breakfast': 'Chia Seed Pudding (almond milk, no sweetener)', 'lunch': 'Spinach Salad with Avocado and Feta (dairy-free feta)', 'dinner': 'Cauliflower Rice Stir-fry with Tofu'}, 'Tuesday': {'breakfast': 'Coconut Yogurt with Almond Butter and Berries', 'lunch': 'Zucchini Noodles with Vegan Parmesan', 'dinner': 'Grilled Portobello Mushrooms with Vegan Cheese'}, 'Wednesday': {'breakfast': 'Scrambled Tofu with Spinach', 'lunch': 'Grilled Tofu Salad with Avocado and Dairy-Free Feta', 'dinner': 'Eggplant Parmesan with Almond Flour Crust'}, 'Thursday': {'breakfast': 'Coconut Yogurt with Almond Butter and Chia Seeds', 'lunch': 'Keto Salad with Dairy-Free Cheese', 'dinner': 'Cauliflower Rice with Vegan Cheese and Vegetables'}, 'Friday': {'breakfast': 'Coconut Milk Smoothie with Protein Powder', 'lunch': 'Grilled Cauliflower with Vegan Parmesan', 'dinner': 'Vegan Cauliflower and Coconut Curry'}, 'Saturday': {'breakfast': 'Spinach and Avocado Smoothie', 'lunch': 'Zucchini Noodles with Pesto and Nutritional Yeast', 'dinner': 'Grilled Tempeh with Salad'}, 'Sunday': {'breakfast': 'Almond Yogurt with Chia Seeds', 'lunch': 'Avocado and Tomato Salad', 'dinner': 'Eggplant Parmesan with Spinach Salad'}}"
18476,39,86.3856533512595,1.633039202965919,F,32.392793396252124,1578.619,1.3,2052.2047,9,27,Vegan,,"{'Monday': {'breakfast': 'Overnight Oats with Chia Seeds, Almond Milk, and Berries', 'lunch': 'Quinoa Salad with Roasted Chickpeas, Avocado, and Mixed Vegetables', 'dinner': 'Lentil Soup with Kale and Carrots'}, 'Tuesday': {'breakfast': 'Smoothie with Spinach, Banana, Almond Milk, and Flaxseeds', 'lunch': 'Stuffed Bell Peppers with Brown Rice, Black Beans, and Salsa', 'dinner': 'Tofu Stir-fry with Broccoli, Carrots, and Tamari'}, 'Wednesday': {'breakfast': 'Chia Pudding with Coconut Milk and Fresh Mango', 'lunch': 'Vegan Buddha Bowl with Roasted Sweet Potatoes, Quinoa, and Tahini Dressing', 'dinner': 'Vegan Tacos with Black Beans, Avocado, and Pico de Gallo'}, 'Thursday': {'breakfast': 'Avocado Toast on Whole Grain Bread with Tomato', 'lunch': 'Vegan Caesar Salad with Tofu Croutons and Lemon Tahini Dressing', 'dinner': 'Chickpea Curry with Spinach and Coconut Milk, served with Basmati Rice'}, 'Friday': {'breakfast': 'Vegan Pancakes with Maple Syrup and Fresh Berries', 'lunch': 'Vegan Wrap with Hummus, Cucumbers, Spinach, and Carrots', 'dinner': 'Vegan Chili with Kidney Beans, Tomatoes, and Corn'}, 'Saturday': {'breakfast': 'Tofu Scramble with Spinach, Mushrooms, and Tomatoes', 'lunch': 'Vegan Sushi with Avocado, Cucumber, and Carrots', 'dinner': 'Zucchini Noodles with Vegan Pesto and Cherry Tomatoes'}, 'Sunday': {'breakfast': 'Acai Bowl with Granola, Banana, and Coconut Flakes', 'lunch': 'Vegan Grain Bowl with Quinoa, Roasted Veggies, and a Lemon Tahini Dressing', 'dinner': 'Vegan Stir-fry with Tempeh, Bell Peppers, and Snow Peas'}}"
11870,22,61.3348002744953,1.632701759442968,M,23.00876105005913,1573.038,1.5,2359.557,8,19,Gluten-free,Peanuts,"{'Monday': {'breakfast': 'Scrambled Eggs with Spinach and Gluten-Free Toast', 'lunch': 'Quinoa Salad with Roasted Vegetables and Lemon Dressing', 'dinner': 'Grilled Chicken with Sweet Potato and Steamed Broccoli'}, 'Tuesday': {'breakfast': 'Greek Yogurt with Gluten-Free Granola and Berries', 'lunch': 'Grilled Salmon Salad with Avocado and Mixed Greens', 'dinner': 'Gluten-Free Pasta with Marinara Sauce and Grilled Chicken'}, 'Wednesday': {'breakfast': 'Chia Seed Pudding with Almond Milk and Honey', 'lunch': 'Quinoa and Roasted Vegetable Bowl with Hummus', 'dinner': 'Baked Cod with Brown Rice and Steamed Vegetables'}, 'Thursday': {'breakfast': 'Smoothie with Banana, Almond Milk, and Spinach', 'lunch': 'Tuna Salad with Cucumber, Tomatoes, and Olive Oil', 'dinner': 'Gluten-Free Pizza with Veggies and Mozzarella'}, 'Friday': {'breakfast': 'Oatmeal with Almond Butter and Berries (Gluten-Free Oats)', 'lunch': 'Chicken Lettuce Wraps with Veggies and Peanut Sauce', 'dinner': 'Grilled Shrimp with Quinoa and Steamed Asparagus'}, 'Saturday': {'breakfast': 'Gluten-Free Waffles with Maple Syrup and Fruit', 'lunch': 'Vegetable and Hummus Wrap (Gluten-Free Tortilla)', 'dinner': 'Grilled Pork Chop with Sweet Potato and Brussels Sprouts'}, 'Sunday': {'breakfast': 'Egg Muffins with Spinach and Bacon (Gluten-Free)', 'lunch': 'Eggplant Parmesan (Gluten-Free)', 'dinner': 'Grilled Lamb with Cauliflower Rice'}}"
